,number,value,datetime_start,datetime_complete,duration,params_C,params_gamma,params_kernel,params_probability,state
156,156,0.85262896914408,2023-01-15 20:05:01.415187,2023-01-15 20:07:34.277952,0 days 00:02:32.862765,9.55862642313664,0.01094457183086731,RBF,True,COMPLETE
157,157,0.125,2023-01-15 20:05:20.654167,2023-01-15 20:07:53.529917,0 days 00:02:32.875750,0.001154679886228768,0.021011517925136034,RBF,True,COMPLETE
158,158,0.8540481729221223,2023-01-15 20:05:39.671098,2023-01-15 20:08:12.390026,0 days 00:02:32.718928,10.67213997172073,0.01228323964185874,RBF,True,COMPLETE
159,159,0.8549363613620351,2023-01-15 20:05:59.027499,2023-01-15 20:08:31.599491,0 days 00:02:32.571992,10.57999399476934,0.01133355473069782,RBF,True,COMPLETE
160,160,0.8536664220622043,2023-01-15 20:06:17.949864,2023-01-15 20:08:50.616756,0 days 00:02:32.666892,11.199260517597034,0.011776924083213205,RBF,True,COMPLETE
161,161,0.8539021987896416,2023-01-15 20:06:38.412044,2023-01-15 20:09:10.059354,0 days 00:02:31.647310,15.001760385682646,0.010913006243210564,RBF,True,COMPLETE
162,162,0.125,2023-01-15 20:06:56.699543,2023-01-15 20:09:29.185507,0 days 00:02:32.485964,0.0010740204830890323,0.011453891273876618,RBF,True,COMPLETE
163,163,0.8592376807826831,2023-01-15 20:07:15.727363,2023-01-15 20:09:48.017274,0 days 00:02:32.289911,56.25085045645859,0.012036469341524542,RBF,True,COMPLETE
164,164,0.8502941670267186,2023-01-15 20:07:34.497680,2023-01-15 20:10:07.067054,0 days 00:02:32.569374,14.395587804467764,0.010711773626252271,RBF,True,COMPLETE
165,165,0.8548966964745933,2023-01-15 20:07:53.771652,2023-01-15 20:10:26.078221,0 days 00:02:32.306569,5.467983233431093,0.01218091304386493,RBF,True,COMPLETE
166,166,0.4128174593320968,2023-01-15 20:08:12.878171,2023-01-15 20:10:45.193190,0 days 00:02:32.315019,33.738156030628936,0.08617244233688391,RBF,True,COMPLETE
167,167,0.8534643733404781,2023-01-15 20:08:31.805335,2023-01-15 20:11:03.803009,0 days 00:02:31.997674,60.33685567057666,0.018196572765308554,RBF,True,COMPLETE
168,168,0.8560348320442763,2023-01-15 20:08:50.883430,2023-01-15 20:11:23.540400,0 days 00:02:32.656970,61.40005401947516,0.018261737172217244,RBF,True,COMPLETE
169,169,0.8556991802002848,2023-01-15 20:09:10.453748,2023-01-15 20:11:42.491606,0 days 00:02:32.037858,5.356317665056115,0.01903382086690761,RBF,True,COMPLETE
170,170,0.8557333557428001,2023-01-15 20:09:29.351598,2023-01-15 20:12:02.236444,0 days 00:02:32.884846,34.753966676414436,0.01786718209073819,RBF,True,COMPLETE
171,171,0.12596153846153846,2023-01-15 20:09:48.245540,2023-01-15 20:12:21.813923,0 days 00:02:33.568383,52.734084429502765,28.001906098213723,RBF,True,COMPLETE
172,172,0.8591509660976293,2023-01-15 20:10:07.432218,2023-01-15 20:12:40.479127,0 days 00:02:33.046909,224.49998580075118,0.017430115937933543,RBF,True,COMPLETE
173,173,0.12596153846153846,2023-01-15 20:10:26.265988,2023-01-15 20:13:00.152101,0 days 00:02:33.886113,50.35754710773276,24.534402593377703,RBF,True,COMPLETE
174,174,0.8535761717432246,2023-01-15 20:10:45.395779,2023-01-15 20:13:19.098900,0 days 00:02:33.703121,4.973030272684454,0.017275398163250452,RBF,True,COMPLETE
175,175,0.8441702179328383,2023-01-15 20:11:03.958876,2023-01-15 20:13:38.084945,0 days 00:02:34.126069,3.391351604666423,0.042715089775186635,RBF,True,COMPLETE
176,176,0.8412521509818814,2023-01-15 20:11:23.922431,2023-01-15 20:13:56.368496,0 days 00:02:32.446065,167.00236117415434,0.04285572005946595,RBF,True,COMPLETE
177,177,0.8530095857388575,2023-01-15 20:11:42.886687,2023-01-15 20:14:16.215741,0 days 00:02:33.329054,124.18322546425341,0.016909317320293122,RBF,True,COMPLETE
178,178,0.8514753901535,2023-01-15 20:12:02.395574,2023-01-15 20:14:34.641704,0 days 00:02:32.246130,149.06751159378314,0.016888570763463444,RBF,True,COMPLETE
179,179,0.8564314773051457,2023-01-15 20:12:21.986726,2023-01-15 20:14:53.593067,0 days 00:02:31.606341,142.09772282879675,0.016089913368861442,RBF,True,COMPLETE
180,180,0.8551208497663509,2023-01-15 20:12:40.630532,2023-01-15 20:15:12.857673,0 days 00:02:32.227141,245.96025470039058,0.017429869918103028,RBF,True,COMPLETE
181,181,0.8516670805949094,2023-01-15 20:13:00.652336,2023-01-15 20:15:31.411014,0 days 00:02:30.758678,288.6755717668771,0.01715077690765021,RBF,True,COMPLETE
182,182,0.835374828454772,2023-01-15 20:13:19.242990,2023-01-15 20:15:51.006172,0 days 00:02:31.763182,194.73250232949982,0.042431532802110095,RBF,True,COMPLETE
183,183,0.8506650011717725,2023-01-15 20:13:38.244050,2023-01-15 20:16:10.113533,0 days 00:02:31.869483,206.25297028579243,0.005893371916911501,RBF,True,COMPLETE
184,184,0.8539442478720767,2023-01-15 20:13:56.516158,2023-01-15 20:16:28.582710,0 days 00:02:32.066552,522.7466039767111,0.01670661479564346,RBF,True,COMPLETE
185,185,0.8498384687986202,2023-01-15 20:14:16.385904,2023-01-15 20:16:47.956136,0 days 00:02:31.570232,754.9742405232806,0.0068318197414183515,RBF,True,COMPLETE
186,186,0.8523904079489034,2023-01-15 20:14:34.882252,2023-01-15 20:17:06.636947,0 days 00:02:31.754695,634.8100993259126,0.0065693194283844005,RBF,True,COMPLETE
187,187,0.8506351596069353,2023-01-15 20:14:54.102277,2023-01-15 20:17:25.950140,0 days 00:02:31.847863,188.01047328241913,0.006131385551144741,RBF,True,COMPLETE
188,188,0.8520304979313847,2023-01-15 20:15:13.003427,2023-01-15 20:17:44.608176,0 days 00:02:31.604749,32.48377424975699,0.006672527982599696,RBF,True,COMPLETE
189,189,0.8536912779014344,2023-01-15 20:15:31.883037,2023-01-15 20:18:04.199582,0 days 00:02:32.316545,76.49266161817485,0.02364540728052247,RBF,True,COMPLETE
190,190,0.8481586580870492,2023-01-15 20:15:51.198762,2023-01-15 20:18:22.631329,0 days 00:02:31.432567,64.22870030379819,0.0063492978813881745,RBF,True,COMPLETE
191,191,0.8553225799244155,2023-01-15 20:16:10.294247,2023-01-15 20:18:41.813683,0 days 00:02:31.519436,37.86467162609287,0.024433407028169752,RBF,True,COMPLETE
192,192,0.8566537035438193,2023-01-15 20:16:29.174988,2023-01-15 20:19:01.348788,0 days 00:02:32.173800,78.63013651823991,0.024459303010863,RBF,True,COMPLETE
193,193,0.8534140148825109,2023-01-15 20:16:48.136445,2023-01-15 20:19:19.701911,0 days 00:02:31.565466,82.37721802965385,0.023682407534274377,RBF,True,COMPLETE
194,194,0.8583388698563725,2023-01-15 20:17:06.793275,2023-01-15 20:19:38.316610,0 days 00:02:31.523335,85.26552034211426,0.023054845771967643,RBF,True,COMPLETE
195,195,0.8503121223347788,2023-01-15 20:17:26.149584,2023-01-15 20:19:56.693089,0 days 00:02:30.543505,118.04954605798582,0.02388625216665,RBF,True,COMPLETE
196,196,0.8557299335028711,2023-01-15 20:17:44.831728,2023-01-15 20:20:15.602635,0 days 00:02:30.770907,7.572605653698343,0.02376331271639495,RBF,True,COMPLETE
197,197,0.8530259164429694,2023-01-15 20:18:04.565307,2023-01-15 20:20:35.077405,0 days 00:02:30.512098,99.92528897812518,0.02418269658269389,RBF,True,COMPLETE
198,198,0.8532243731603097,2023-01-15 20:18:22.807632,2023-01-15 20:20:52.978518,0 days 00:02:30.170886,7.231249181444509,0.026705924582162165,RBF,True,COMPLETE
199,199,0.8527890770808488,2023-01-15 20:18:41.984890,2023-01-15 20:21:07.267819,0 days 00:02:25.282929,7.791731042772098,0.02374867078536417,RBF,True,COMPLETE
